999, 
   1,  82 
   1,  12 
   1,  4 
   1,  3 
   1,  48 
   1,  72 
   1,  70 
   1,  25 
   1,  98 
   1,  86 
   1,  79 
   1,  88 
   1,  27 
   1,  22 
   1,  67 
   1,  16 
   1,  16 
   1,  88 
   1,  37 
   1,  95 
   1,  46 
   1,  19 
   1,  51 
   1,  2 
   1,  86 
   1,  7 
   1,  4 
   1,  10 
   1,  63 
   1,  46 
   1,  51 
   1,  61 
   1,  96 
   1,  66 
   1,  56 
   1,  2 
   1,  45 
   1,  85 
   1,  12 
   1,  70 
   1,  25 
   1,  32 
   1,  92 
   1,  64 
   1,  15 
   1,  20 
   1,  94 
   1,  94 
   1,  3 
   1,  91 
   1,  28 
   1,  79 
   1,  1 
   1,  15 
   1,  24 
   1,  58 
   1,  57 
   1,  88 
   1,  76 
   1,  77 
   1,  52 
   1,  37 
   1,  76 
   1,  93 
   1,  92 
   1,  18 
   1,  81 
   1,  92 
   1,  23 
   1,  24 
   1,  57 
   1,  30 
   1,  84 
   1,  92 
   1,  66 
   1,  11 
   1,  25 
   1,  5 
   1,  99 
   1,  20 
   1,  40 
   1,  83 
   1,  63 
   1,  48 
   1,  41 
   1,  1 
   1,  74 
   1,  49 
   1,  62 
   1,  61 
   1,  8 
   1,  54 
   1,  51 
   1,  42 
   1,  54 
   1,  65 
   1,  9 
   1,  57 
   1,  7 
   1,  44 
   1,  71 
   1,  91 
   1,  24 
   1,  23 
   1,  90 
   1,  18 
   1,  78 
   1,  85 
   1,  17 
   1,  85 
   1,  51 
   1,  27 
   1,  14 
   1,  54 
   1,  25 
   1,  60 
   1,  21 
   1,  27 
   1,  85 
   1,  70 
   1,  22 
   1,  99 
   1,  77 
   1,  94 
   1,  12 
   1,  84 
   1,  70 
   1,  84 
   1,  97 
   1,  52 
   1,  56 
   1,  94 
   1,  92 
   1,  94 
   1,  58 
   1,  22 
   1,  39 
   1,  61 
   1,  82 
   1,  36 
   1,  28 
   1,  53 
   1,  79 
   1,  85 
   1,  51 
   1,  94 
   1,  24 
   1,  71 
   1,  88 
   1,  50 
   1,  87 
   1,  5 
   1,  14 
   1,  57 
   1,  4 
   1,  87 
   1,  66 
   1,  34 
   1,  89 
   1,  2 
   1,  84 
   1,  66 
   1,  3 
   1,  82 
   1,  29 
   1,  68 
   1,  18 
   1,  62 
   1,  46 
   1,  67 
   1,  82 
   1,  100 
   1,  54 
   1,  68 
   1,  16 
   1,  17 
   1,  58 
   1,  24 
   1,  33 
   1,  69 
   1,  10 
   1,  85 
   1,  5 
   1,  91 
   1,  10 
   1,  49 
   1,  25 
   1,  18 
   1,  42 
   1,  54 
   1,  61 
   1,  62 
   1,  32 
   1,  22 
   1,  99 
   1,  60 
   1,  18 
   1,  10 
   1,  18 
   1,  11 
   1,  72 
   1,  20 
   1,  3 
   1,  61 
   1,  87 
   1,  78 
   1,  45 
   1,  26 
   1,  62 
   1,  7 
   1,  25 
   1,  56 
   1,  66 
   1,  14 
   1,  89 
   1,  84 
   1,  39 
   1,  63 
   1,  55 
   1,  80 
   1,  40 
   1,  30 
   1,  93 
   1,  21 
   1,  70 
   1,  60 
   1,  12 
   1,  61 
   1,  57 
   1,  77 
   1,  20 
   1,  13 
   1,  15 
   1,  58 
   1,  76 
   1,  55 
   1,  71 
   1,  63 
   1,  2 
   1,  76 
   1,  71 
   1,  24 
   1,  59 
   1,  71 
   1,  69 
   1,  40 
   1,  46 
   1,  16 
   1,  35 
   1,  48 
   1,  78 
   1,  76 
   1,  92 
   1,  4 
   1,  89 
   1,  18 
   1,  18 
   1,  96 
   1,  55 
   1,  73 
   1,  12 
   1,  12 
   1,  41 
   1,  68 
   1,  19 
   1,  87 
   1,  29 
   1,  51 
   1,  74 
   1,  98 
   1,  62 
   1,  68 
   1,  19 
   1,  78 
   1,  83 
   1,  11 
   1,  33 
   1,  42 
   1,  77 
   1,  79 
   1,  30 
   1,  64 
   1,  16 
   1,  4 
   1,  13 
   1,  6 
   1,  61 
   1,  100 
   1,  59 
   1,  84 
   1,  51 
   1,  97 
   1,  100 
   1,  90 
   1,  80 
   1,  56 
   1,  42 
   1,  31 
   1,  18 
   1,  26 
   1,  72 
   1,  49 
   1,  64 
   1,  1 
   1,  90 
   1,  45 
   1,  7 
   1,  5 
   1,  11 
   1,  84 
   1,  67 
   1,  10 
   1,  51 
   1,  34 
   1,  30 
   1,  85 
   1,  12 
   1,  57 
   1,  88 
   1,  34 
   1,  10 
   1,  25 
   1,  77 
   1,  69 
   1,  68 
   1,  31 
   1,  79 
   1,  65 
   1,  1 
   1,  53 
   1,  18 
   1,  47 
   1,  89 
   1,  70 
   1,  95 
   1,  29 
   1,  13 
   1,  51 
   1,  91 
   1,  10 
   1,  64 
   1,  48 
   1,  75 
   1,  51 
   1,  61 
   1,  27 
   1,  8 
   1,  73 
   1,  31 
   1,  8 
   1,  46 
   1,  58 
   1,  65 
   1,  16 
   1,  36 
   1,  78 
   1,  21 
   1,  24 
   1,  100 
   1,  58 
   1,  80 
   1,  42 
   1,  98 
   1,  72 
   1,  49 
   1,  57 
   1,  62 
   1,  64 
   1,  14 
   1,  84 
   1,  16 
   1,  56 
   1,  94 
   1,  50 
   1,  42 
   1,  61 
   1,  14 
   1,  33 
   1,  9 
   1,  14 
   1,  75 
   1,  83 
   1,  28 
   1,  71 
   1,  99 
   1,  79 
   1,  49 
   1,  77 
   1,  59 
   1,  24 
   1,  59 
   1,  63 
   1,  1 
   1,  75 
   1,  7 
   1,  27 
   1,  44 
   1,  81 
   1,  84 
   1,  76 
   1,  50 
   1,  97 
   1,  37 
   1,  63 
   1,  5 
   1,  54 
   1,  83 
   1,  84 
   1,  49 
   1,  66 
   1,  74 
   1,  13 
   1,  77 
   1,  16 
   1,  54 
   1,  89 
   1,  2 
   1,  56 
   1,  38 
   1,  35 
   1,  88 
   1,  11 
   1,  100 
   1,  41 
   1,  33 
   1,  43 
   1,  80 
   1,  40 
   1,  55 
   1,  60 
   1,  79 
   1,  28 
   1,  34 
   1,  55 
   1,  97 
   1,  9 
   1,  42 
   1,  13 
   1,  19 
   1,  64 
   1,  81 
   1,  38 
   1,  89 
   1,  46 
   1,  89 
   1,  45 
   1,  35 
   1,  65 
   1,  67 
   1,  11 
   1,  14 
   1,  95 
   1,  16 
   1,  28 
   1,  91 
   1,  74 
   1,  19 
   1,  21 
   1,  82 
   1,  29 
   1,  15 
   1,  76 
   1,  42 
   1,  95 
   1,  85 
   1,  84 
   1,  65 
   1,  78 
   1,  67 
   1,  63 
   1,  48 
   1,  6 
   1,  95 
   1,  50 
   1,  49 
   1,  69 
   1,  11 
   1,  28 
   1,  90 
   1,  53 
   1,  85 
   1,  48 
   1,  2 
   1,  68 
   1,  66 
   1,  39 
   1,  73 
   1,  24 
   1,  28 
   1,  98 
   1,  14 
   1,  17 
   1,  49 
   1,  59 
   1,  57 
   1,  23 
   1,  74 
   1,  70 
   1,  81 
   1,  78 
   1,  96 
   1,  61 
   1,  3 
   1,  87 
   1,  95 
   1,  25 
   1,  27 
   1,  64 
   1,  79 
   1,  100 
   1,  78 
   1,  6 
   1,  44 
   1,  59 
   1,  47 
   1,  97 
   1,  91 
   1,  51 
   1,  89 
   1,  49 
   1,  81 
   1,  86 
   1,  83 
   1,  97 
   1,  88 
   1,  46 
   1,  67 
   1,  78 
   1,  98 
   1,  45 
   1,  89 
   1,  73 
   1,  55 
   1,  53 
   1,  86 
   1,  77 
   1,  98 
   1,  36 
   1,  80 
   1,  46 
   1,  2 
   1,  81 
   1,  49 
   1,  38 
   1,  70 
   1,  67 
   1,  46 
   1,  97 
   1,  53 
   1,  61 
   1,  83 
   1,  78 
   1,  3 
   1,  85 
   1,  8 
   1,  16 
   1,  75 
   1,  61 
   1,  65 
   1,  84 
   1,  61 
   1,  65 
   1,  16 
   1,  95 
   1,  88 
   1,  75 
   1,  23 
   1,  57 
   1,  100 
   1,  26 
   1,  66 
   1,  81 
   1,  36 
   1,  41 
   1,  59 
   1,  29 
   1,  66 
   1,  73 
   1,  1 
   1,  45 
   1,  55 
   1,  78 
   1,  7 
   1,  4 
   1,  90 
   1,  64 
   1,  83 
   1,  63 
   1,  90 
   1,  29 
   1,  80 
   1,  12 
   1,  26 
   1,  61 
   1,  93 
   1,  32 
   1,  84 
   1,  5 
   1,  11 
   1,  84 
   1,  84 
   1,  36 
   1,  44 
   1,  86 
   1,  23 
   1,  73 
   1,  72 
   1,  94 
   1,  80 
   1,  76 
   1,  39 
   1,  30 
   1,  76 
   1,  51 
   1,  17 
   1,  38 
   1,  33 
   1,  95 
   1,  28 
   1,  13 
   1,  39 
   1,  47 
   1,  86 
   1,  55 
   1,  23 
   1,  73 
   1,  94 
   1,  75 
   1,  51 
   1,  100 
   1,  44 
   1,  23 
   1,  4 
   1,  73 
   1,  33 
   1,  1 
   1,  6 
   1,  69 
   1,  70 
   1,  34 
   1,  56 
   1,  4 
   1,  34 
   1,  28 
   1,  95 
   1,  88 
   1,  45 
   1,  22 
   1,  11 
   1,  10 
   1,  14 
   1,  48 
   1,  68 
   1,  1 
   1,  67 
   1,  83 
   1,  87 
   1,  3 
   1,  23 
   1,  46 
   1,  10 
   1,  73 
   1,  99 
   1,  12 
   1,  15 
   1,  91 
   1,  6 
   1,  42 
   1,  11 
   1,  98 
   1,  84 
   1,  5 
   1,  67 
   1,  56 
   1,  91 
   1,  35 
   1,  66 
   1,  15 
   1,  69 
   1,  58 
   1,  53 
   1,  11 
   1,  79 
